nom_estab,codigo_act,nombre_act,per_ocu,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,latitud,longitud,fecha_alta
DENTAL LEYVA,621211,Consultorios dentales del sector privado,0 a 5 personas,22010,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.54132364,-117.0304944,2014-12
DENTAL LIGHT,621211,Consultorios dentales del sector privado,0 a 5 personas,22040,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52041961,-117.0254587,2019-11
DENTAL LIM,621211,Consultorios dentales del sector privado,0 a 5 personas,21399,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.60909489,-115.3919261,2019-11
DENTAL LIVE,621211,Consultorios dentales del sector privado,6 a 10 personas,22206,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.49622413,-116.8898097,2019-11
DENTAL LIVE,621211,Consultorios dentales del sector privado,0 a 5 personas,22010,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52838835,-117.024241,2014-12
DENTAL LIZPHANY,621211,Consultorios dentales del sector privado,0 a 5 personas,22223,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.48515341,-116.9229277,2010-07
DENTAL LOS ANDES,621211,Consultorios dentales del sector privado,0 a 5 personas,21280,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.63821124,-115.4523539,2019-11
DENTAL LOS PINOS,621211,Consultorios dentales del sector privado,6 a 10 personas,22101,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.47036119,-116.9331732,2010-07
DENTAL LOZANO,621211,Consultorios dentales del sector privado,0 a 5 personas,22500,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.4876902,-116.8815899,2010-07
DENTAL LUNA,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71591541,-114.7297451,2010-07
DENTAL LUPITA YEPEZ,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71589512,-114.7286488,2010-07
DENTAL LUZ,621211,Consultorios dentales del sector privado,0 a 5 personas,22126,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.4601636,-116.9274146,2014-12
DENTAL MADERO,621211,Consultorios dentales del sector privado,0 a 5 personas,21100,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.66667094,-115.4608843,2010-07
DENTAL MALDONADO,621211,Consultorios dentales del sector privado,0 a 5 personas,22117,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.49396902,-116.9704581,2010-07
DENTAL MARENTES,621211,Consultorios dentales del sector privado,6 a 10 personas,22214,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.50595851,-116.9171037,2010-07
DENTAL MARIA TERESA HERRERA,621211,Consultorios dentales del sector privado,0 a 5 personas,22300,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53954994,-117.0189893,2014-12
DENTAL MARTINEZ,621211,Consultorios dentales del sector privado,0 a 5 personas,22940,2,BAJA CALIFORNIA,1,Ensenada,857,San QuintÃ­n,30.56701213,-115.9436759,2010-07
DENTAL MARTINEZ,621211,Consultorios dentales del sector privado,0 a 5 personas,22170,2,BAJA CALIFORNIA,4,Tijuana,1781,Villa del Prado Segunda SecciÃ³n,32.42543178,-116.9633278,2019-11
DENTAL MAUSE,621211,Consultorios dentales del sector privado,0 a 5 personas,22106,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.49817867,-116.9779464,2019-11
DENTAL MED,621211,Consultorios dentales del sector privado,0 a 5 personas,21400,2,BAJA CALIFORNIA,3,Tecate,1,Tecate,32.57543985,-116.6274106,2019-11
DENTAL MEDENS,621211,Consultorios dentales del sector privado,0 a 5 personas,22800,2,BAJA CALIFORNIA,1,Ensenada,1,Ensenada,31.87138404,-116.6260281,2019-11
DENTAL MEDIC GROUP,621211,Consultorios dentales del sector privado,0 a 5 personas,21240,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.64711406,-115.4385085,2019-11
DENTAL MEDICA NORTE,621211,Consultorios dentales del sector privado,0 a 5 personas,22320,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52844911,-117.0269327,2019-11
DENTAL MEDICAL CLINIC,621211,Consultorios dentales del sector privado,0 a 5 personas,22010,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52251622,-117.0152811,2019-11
DENTAL MEDICAL HEALTH CENTGER,621211,Consultorios dentales del sector privado,0 a 5 personas,22707,2,BAJA CALIFORNIA,5,Playas de Rosarito,1,Playas de Rosarito,32.34008816,-117.0563991,2014-12
DENTAL MENDEZ ARREOLA,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71641296,-114.7285242,2019-11
DENTAL MENDIVIL,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53259419,-117.0450003,2010-07
DENTAL MENESES,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.7180084,-114.7278778,2010-07
DENTAL MERCADO,621211,Consultorios dentales del sector privado,0 a 5 personas,21390,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.61275579,-115.4204672,2019-11
DENTAL MEXICALI,621211,Consultorios dentales del sector privado,0 a 5 personas,21290,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.63589314,-115.4232316,2010-07
DENTAL MEXICO,621211,Consultorios dentales del sector privado,6 a 10 personas,22710,2,BAJA CALIFORNIA,5,Playas de Rosarito,1,Playas de Rosarito,32.35670473,-117.0603861,2014-12
DENTAL MEZLO,621211,Consultorios dentales del sector privado,0 a 5 personas,22206,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.51365668,-116.8774001,2019-11
DENTAL MIRAMAR,621211,Consultorios dentales del sector privado,0 a 5 personas,22240,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52096098,-117.0871202,2014-12
DENTAL MIRELES,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53010697,-117.0306533,2019-11
DENTAL MOGU,621211,Consultorios dentales del sector privado,0 a 5 personas,21100,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.65962524,-115.4865733,2010-07
DENTAL MONTIEL,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53408567,-117.0364407,2019-11
DENTAL MORA,621211,Consultorios dentales del sector privado,0 a 5 personas,21354,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.59951431,-115.4831883,2010-07
DENTAL MORA,621211,Consultorios dentales del sector privado,0 a 5 personas,21720,2,BAJA CALIFORNIA,2,Mexicali,185,Ciudad Guadalupe Victoria (KilÃ³metro Cuarenta y Tres),32.28230726,-115.0960268,2014-12
DENTAL MORALES,621211,Consultorios dentales del sector privado,0 a 5 personas,21376,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.63487216,-115.3943141,2014-12
DENTAL MORENO,621211,Consultorios dentales del sector privado,0 a 5 personas,22707,2,BAJA CALIFORNIA,5,Playas de Rosarito,1,Playas de Rosarito,32.34665745,-117.0600638,2010-07
DENTAL MORENO,621211,Consultorios dentales del sector privado,0 a 5 personas,22205,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.51061276,-116.8623398,2014-12
DENTAL MOVAL,621211,Consultorios dentales del sector privado,0 a 5 personas,21399,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.61033868,-115.3996293,2019-11
DENTAL MOVAL,621211,Consultorios dentales del sector privado,0 a 5 personas,21220,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.66321821,-115.3968244,2020-11
DENTAL MUÃ‘OZ,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71557621,-114.7291685,2010-07
DENTAL MURATALLA,621211,Consultorios dentales del sector privado,0 a 5 personas,21400,2,BAJA CALIFORNIA,3,Tecate,1,Tecate,32.57278679,-116.6347656,2019-11
DENTAL MURGA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53363239,-117.0429911,2010-07
DENTAL MURILLO,621211,Consultorios dentales del sector privado,0 a 5 personas,22800,2,BAJA CALIFORNIA,1,Ensenada,1,Ensenada,31.86957615,-116.6281371,2019-11
DENTAL MURILLO,621211,Consultorios dentales del sector privado,0 a 5 personas,22910,2,BAJA CALIFORNIA,1,Ensenada,60,CamalÃº,30.84080915,-116.0616708,2019-11
DENTAL MUTUALISMO,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53285896,-117.0431653,2010-07
DENTAL MXLI,621211,Consultorios dentales del sector privado,0 a 5 personas,21100,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.66628634,-115.466339,2014-12
DENTAL NAVARRO,621211,Consultorios dentales del sector privado,0 a 5 personas,21200,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.66689434,-115.4500089,2019-11
DENTAL NAYARIT,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53364817,-117.0400967,2014-12
DENTAL NEGRETE,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53769351,-117.0341025,2010-07
DENTAL NEW TEK,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71597852,-114.7288548,2014-12
DENTAL NEWTON,621211,Consultorios dentales del sector privado,0 a 5 personas,22380,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.51656308,-116.9693732,2019-11
DENTAL NORZAGARAY,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71718448,-114.7286705,2014-12
DENTAL NOVA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53155106,-117.0400892,2010-07
DENTAL NP,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53608035,-117.0385879,2010-07
DENTAL NUEVA IMAGEN,621211,Consultorios dentales del sector privado,0 a 5 personas,22044,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.51799477,-117.021556,2019-11
DENTAL NUÃ‘EZ,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53186079,-117.0478413,2019-11
DENTAL OASIS,621211,Consultorios dentales del sector privado,6 a 10 personas,22320,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52817741,-117.0241302,2019-11
DENTAL OFFICE,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71721651,-114.7281773,2010-07
DENTAL OFFICE,621211,Consultorios dentales del sector privado,6 a 10 personas,22010,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52818539,-117.023185,2010-07
DENTAL OFFICE,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71711106,-114.7299776,2019-11
DENTAL OFFICE,621211,Consultorios dentales del sector privado,0 a 5 personas,21100,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.66268033,-115.4845186,2010-07
DENTAL OFFICE,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71633797,-114.730384,2010-07
DENTAL OFFICE,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71637847,-114.7285151,2010-07
DENTAL OFFICE,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71750184,-114.7278258,2010-07
DENTAL OFFICE,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71576649,-114.7320455,2010-07
DENTAL OFFICE,621211,Consultorios dentales del sector privado,0 a 5 personas,22046,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52157417,-117.0257752,2010-07
DENTAL OFFICE,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71710486,-114.7301022,2010-07
DENTAL OFFICE,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71715353,-114.7304415,2014-12
DENTAL OFFICE ALDANA,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.7170535,-114.729004,2010-07
DENTAL OFFICE BVENITEZ,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71734964,-114.7265414,2019-11
DENTAL OFFICE DANIEL,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71711021,-114.7299947,2010-07
DENTAL OFFICE INZUNZA,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71762358,-114.7278383,2010-07
DENTAL OFFICE MONSERRAT MOLINA D.D.S.,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71585247,-114.730742,2010-07
DENTAL OIF,621211,Consultorios dentales del sector privado,0 a 5 personas,21010,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.65294603,-115.458968,2014-12
DENTAL OJEDA,621211,Consultorios dentales del sector privado,0 a 5 personas,22480,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53409265,-117.009744,2010-07
DENTAL OLGUIN ODONTOLOGIA INTEGRAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22206,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.49706834,-116.8873394,2019-11
DENTAL OPTICAL,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71689785,-114.7313542,2019-11
DENTAL ORDAZ,621211,Consultorios dentales del sector privado,0 a 5 personas,22205,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53005319,-117.1202007,2019-11
DENTAL ORIENTE,621211,Consultorios dentales del sector privado,0 a 5 personas,21395,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.60428745,-115.3797534,2014-12
DENTAL ORION,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53334103,-117.0444668,2019-11
DENTAL ORTIZ,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52666214,-117.0358513,2019-11
DENTAL ORTMARSER-CALIFORNIA,621211,Consultorios dentales del sector privado,0 a 5 personas,22105,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.50169618,-116.9715715,2010-07
DENTAL ORTODONCIA,621211,Consultorios dentales del sector privado,0 a 5 personas,22830,2,BAJA CALIFORNIA,1,Ensenada,1,Ensenada,31.8599786,-116.6067075,2010-07
DENTAL ORTODONTIES,621211,Consultorios dentales del sector privado,0 a 5 personas,22215,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.49793789,-116.910739,2019-11
DENTAL OSUNA,621211,Consultorios dentales del sector privado,0 a 5 personas,22620,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.51082643,-116.9044773,2014-12
DENTAL PACIFICO,621211,Consultorios dentales del sector privado,0 a 5 personas,22010,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52392131,-117.0140491,2013-07
DENTAL PANAMERICANA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52700374,-117.0358915,2019-11
DENTAL PARAISO,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53298191,-117.0506155,2019-11
DENTAL PATRICIA AYON DRA,621211,Consultorios dentales del sector privado,0 a 5 personas,21060,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.63672231,-115.4764897,2010-07
DENTAL PB,621211,Consultorios dentales del sector privado,0 a 5 personas,21376,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.63507065,-115.3897608,2019-11
DENTAL PEDIATRICA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53162842,-117.0405559,2019-11
DENTAL PENINSULAR,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.532413,-117.0416939,2010-07
DENTAL PERIODONTIES,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71592424,-114.7312407,2014-12
DENTAL PLAYAS,621211,Consultorios dentales del sector privado,0 a 5 personas,22707,2,BAJA CALIFORNIA,5,Playas de Rosarito,1,Playas de Rosarito,32.34049779,-117.0565817,2019-11
DENTAL PLUS,621211,Consultorios dentales del sector privado,0 a 5 personas,22216,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.50069526,-116.9165623,2014-12
DENTAL PLUS,621211,Consultorios dentales del sector privado,0 a 5 personas,22710,2,BAJA CALIFORNIA,5,Playas de Rosarito,1,Playas de Rosarito,32.34806931,-117.0481655,2019-11
DENTAL POLANCO,621211,Consultorios dentales del sector privado,0 a 5 personas,21395,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.58609456,-115.360218,2014-12
DENTAL POWER,621211,Consultorios dentales del sector privado,0 a 5 personas,21380,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.60483521,-115.4755091,2019-11
DENTAL PRESTIGE,621211,Consultorios dentales del sector privado,0 a 5 personas,22056,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52202007,-117.0396924,2010-07
DENTAL PRO,621211,Consultorios dentales del sector privado,0 a 5 personas,21240,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.65401842,-115.4328967,2010-07
DENTAL PRO,621211,Consultorios dentales del sector privado,0 a 5 personas,22237,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.47372896,-116.8643743,2014-12
DENTAL PRO,621211,Consultorios dentales del sector privado,0 a 5 personas,22115,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.49567583,-116.9324132,2019-11
DENTAL PRO,621211,Consultorios dentales del sector privado,0 a 5 personas,22245,2,BAJA CALIFORNIA,4,Tijuana,1624,El Refugio,32.45387772,-116.8370304,2019-11
DENTAL PRO,621211,Consultorios dentales del sector privado,0 a 5 personas,22536,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.51366571,-116.8872867,2019-11
DENTAL PRO,621211,Consultorios dentales del sector privado,0 a 5 personas,22205,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.50535982,-116.866811,2014-12
DENTAL PRO,621211,Consultorios dentales del sector privado,0 a 5 personas,22710,2,BAJA CALIFORNIA,5,Playas de Rosarito,1,Playas de Rosarito,32.40035441,-117.0520367,2019-11
DENTAL PRO,621211,Consultorios dentales del sector privado,0 a 5 personas,22040,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.51924201,-117.0317792,2019-11
DENTAL PRO,621211,Consultorios dentales del sector privado,0 a 5 personas,22117,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.49834285,-116.9657324,2019-11
DENTAL PRO 3,621211,Consultorios dentales del sector privado,0 a 5 personas,22215,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.49858957,-116.8901442,2019-11
DENTAL PRO LIFE,621211,Consultorios dentales del sector privado,0 a 5 personas,21440,2,BAJA CALIFORNIA,3,Tecate,1,Tecate,32.57134682,-116.6427976,2019-11
DENTAL PROFESSIONALS,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71541944,-114.7314432,2014-12
DENTAL PROFESSIONALS,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71626362,-114.7286224,2010-07
DENTAL PRONORT,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53305656,-117.0479433,2010-07
DENTAL PROTEC,621211,Consultorios dentales del sector privado,0 a 5 personas,22040,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52209563,-117.0324748,2019-11
DENTAL PUEBLA,621211,Consultorios dentales del sector privado,0 a 5 personas,21620,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.56447856,-115.3544785,2014-12
DENTAL QUALITY,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53401792,-117.0371739,2010-07
DENTAL RAMOS,621211,Consultorios dentales del sector privado,0 a 5 personas,22400,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53509005,-117.0097855,2019-11
DENTAL REAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22536,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52988706,-117.0737392,2019-11
DENTAL REAL,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71810831,-114.7261906,2010-07
DENTAL REAL,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71811619,-114.7262002,2019-11
DENTAL REFUGIO II,621211,Consultorios dentales del sector privado,0 a 5 personas,22235,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.4860128,-116.86602,2019-11
DENTAL REVOLUCIÃ“N,621211,Consultorios dentales del sector privado,0 a 5 personas,21410,2,BAJA CALIFORNIA,3,Tecate,1,Tecate,32.57435457,-116.6360308,2014-12
DENTAL REYES,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53441901,-117.0342974,2014-12
DENTAL RG,621211,Consultorios dentales del sector privado,0 a 5 personas,21100,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.66238058,-115.4848711,2010-07
DENTAL RIO TIJUANA,621211,Consultorios dentales del sector privado,0 a 5 personas,22320,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53181772,-117.024516,2019-11
DENTAL RIOS,621211,Consultorios dentales del sector privado,0 a 5 personas,22500,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52797044,-117.1165045,2014-12
DENTAL RIVERA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53285226,-117.0352293,2014-12
DENTAL ROBINSON,621211,Consultorios dentales del sector privado,0 a 5 personas,22637,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.49287104,-117.0300432,2019-11
DENTAL RODRIGUEZ,621211,Consultorios dentales del sector privado,0 a 5 personas,21399,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.61262371,-115.4075466,2010-07
DENTAL ROJAS,621211,Consultorios dentales del sector privado,0 a 5 personas,21100,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.66402062,-115.4949426,2010-07
DENTAL ROSARITO,621211,Consultorios dentales del sector privado,0 a 5 personas,22706,2,BAJA CALIFORNIA,5,Playas de Rosarito,1,Playas de Rosarito,32.40800359,-117.0476459,2014-12
DENTAL ROYAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53466634,-117.0400228,2010-07
DENTAL RUVALCABA,621211,Consultorios dentales del sector privado,0 a 5 personas,21398,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.60365224,-115.3664333,2014-12
DENTAL SALVATIERRA,621211,Consultorios dentales del sector privado,0 a 5 personas,22710,2,BAJA CALIFORNIA,5,Playas de Rosarito,1,Playas de Rosarito,32.34563459,-117.0513101,2014-12
DENTAL SAMEJ,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53482508,-117.0448935,2010-07
DENTAL SAN LEY,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.5332631,-117.0351851,2010-07
DENTAL SAN MARTIN,621211,Consultorios dentales del sector privado,0 a 5 personas,22800,2,BAJA CALIFORNIA,1,Ensenada,1,Ensenada,31.86478601,-116.6183042,2019-11
DENTAL SANCHEZ CURIEL,621211,Consultorios dentales del sector privado,0 a 5 personas,22800,2,BAJA CALIFORNIA,1,Ensenada,1,Ensenada,31.87223853,-116.6262421,2010-07
DENTAL SANTA ANITA,621211,Consultorios dentales del sector privado,0 a 5 personas,21453,2,BAJA CALIFORNIA,3,Tecate,1,Tecate,32.54224348,-116.6496585,2010-07
DENTAL SANTA FE,621211,Consultorios dentales del sector privado,0 a 5 personas,21100,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.66434908,-115.4777741,2019-11
DENTAL SERRANO,621211,Consultorios dentales del sector privado,0 a 5 personas,22235,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.48569616,-116.8669204,2019-11
DENTAL SILVIA MORALES GAONA,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71586382,-114.7267866,2010-07
DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,0 a 5 personas,22010,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.50800483,-116.9274424,2019-11
DENTAL SIN NOMBRE,621211,Consultorios dentales del sector privado,0 a 5 personas,22474,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.5490813,-116.8729347,2019-11
DENTAL SING,621211,Consultorios dentales del sector privado,0 a 5 personas,21100,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.66129217,-115.4627102,2010-07
DENTAL SKY CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22530,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53233695,-117.0752756,2010-07
